"GEMS TARIFF FOR SERVICES BY NON-CONTRACTED MEDICAL PRACTITIONERS
WITH EFFECT FROM 2026-01-01",,014 - General Medical Practice,,016 - Obstetrics and Gynaecology,,032 - Paediatricians,,,,,,,,,,,,
6068,"Cerebrospinal fluid (CSF) shunt system: Complete removal, with replacement by similar or toher shunt at same operation",4061,,8110.1,,8110.1,,,,,,,,,,,,
6055,Neuroendoscopy: Intracranial placement or replacement of ventricular catheter and attachment to shunt system or external drainage. ADD to main procedure,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6056,"Neuroendoscopy: Intracranial, with dissection of adhesions, fenestration of septum pellucidum or intraventricular cysts (includes placement, replacement, or removal of ventricular catheter)",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6057,Neuroendoscopy: Intracranial with fenestration or excision of colloid cyst (includes placement of external ventricular catheter for drainage),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6058,"Neuroendoscopy: Intracranial, with retrieval of foreign body",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6059,"Neuroendoscopy: Intracranial, with excision of brain tumour (includes placement of external ventricular catheter for drainage)",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6060,"Neuroendoscopy: Intracranial, includes excision of pituitary tumour, transnasal or trans-sphenoidal approach",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6061,"Creation of subarachnoid/subdural-peritoneal shunt: Pleural or peritoneal space or toher terminus, through burr hole and directing and tunneling the distal end of the shunt subcutaneously towards the draining site (non-neuroendoscopic procedure) (ttoal procedure)",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6062,"Replacement or irrigation: Subarachnoid or subdural catheter, non-neuroendoscopic procedure (ttoal procedure)",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6064,Replacement/irrigation: Previously placed intraoperative ventricular catheter,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6066,"Reprogramming of programmable cerebrospinal shunt, at the time of a routine office visit",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6067,Removal: Complete cerebrospinal fluid shunt system only (non-neuroendoscopic procedure),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
14.6,Aneurysm repair,,,,,,,,,,,,,,,,,
2876,Repair of aneurysms or arteriovenous anomalies (Intracranial),9843.8,,12649,,12649,,,,,,,,,,,,
2877,Extracranial to intracranial vascular,9843.8,,12649,,12649,,,,,,,,,,,,
2878,Posterior fossa arteriovenous anomalies,9843.8,,12649,,12649,,,,,,,,,,,,
6075,"Intracranial arteriovenous malformation (IAM): Surgery, supratenotrial, complex",14966.8,,29888.7,,29888.7,,,,,,,,,,,,
6076,"Intracranial arteriovenous malformation (IAM): Surgical, infratenotrial, complex",16102.3,,32156.1,,32156.1,,,,,,,,,,,,
6077,"Intracranial arteriovenous malformation (IAM): Surgery, dural, simple",7849.5,,15675.5,,15675.5,,,,,,,,,,,,
6078,"Intracranial arteriovenous malformation (IAM): Surgery, dural, complex",13104.1,,26168.7,,26168.7,,,,,,,,,,,,
6079,"Intracranial aneurysm: Complex, intracranial approach, cartoid circulation",15119.5,,30193.3,,30193.3,,,,,,,,,,,,
6080,"Intracranial aneurysm: Surgical, complex, intracranial approach, vertebrobasilar circulation",16581.5,,33113.1,,33113.1,,,,,,,,,,,,
6081,"Intracranial aneurysm: Surgical, simple, open posterior cranial fossa approach approach, vertebrobasilar circulation",14413.7,,28784.1,,28784.1,,,,,,,,,,,,
6082,"Intracranial aneurysm: Surgical, cervical approach by application of occluding clamp to cervical cartoid artery (Selverstone-Crutchfield type)",4892.7,,9770.2,,9770.2,,,,,,,,,,,,
6083,"Aneurysm: Surgical, for vascular malformation or cartoid-cavernous fistula with intracranial and cervical occlusion of cartoid artery",9330,,18631.7,,18631.7,,,,,,,,,,,,
14.7,Craniectomy or Craniotomy,,,,,,,,,,,,,,,,,
2879,Glosso pharyngeal nerve,6749.6,,8673.5,,8673.5,,,,,,,,,,,,
2881,Eighth nerve: Intracranial,6749.6,,8673.5,,8673.5,,,,,,,,,,,,
2883,Eighth nerve: Extracranial,6749.6,,8673.5,,8673.5,,,,,,,,,,,,
2884,Sub-temporal section of the trigeminal nerve,5273.2,,6776.5,,6776.5,,,,,,,,,,,,
2885,Trigeminal tractotomy,6749.6,,8673.5,,8673.5,,,,,,,,,,,,
2886,Posterior fossa decompression with or without laminectomy with or without dural insertion for Arnold Chiarri malformation or obstructive cysts e.g. Dandy Walker or parasites,6327.9,,8131.8,,8131.8,,,,,,,,,,,,
2887,Vestibular nerve,6749.6,,8673.5,,8673.5,,,,,,,,,,,,
2889,"Posterior fossa tumour removal: Acoustic neuroma, benign cerebello-pontine tumours, meningioma, clivus meningioma, chordoma, clivus chordoma or cholesteatoma",9843.8,,12649,,12649,,,,,,,,,,,,
2891,"Posterior fossa tumour removal: Glioma, secondary deposits",6327.9,,8131.8,,8131.8,,,,,,,,,,,,
2893,Posterior fossa tumour removal: Abscess,6327.9,,8131.8,,8131.8,,,,,,,,,,,,
2895,Excision of tumour of glomus jugulare: Intracranial,5906.2,,7589.3,,7589.3,,,,,,,,,,,,
2897,Excision of tumour of glomus jugulare: Extracranial,5906.2,,7589.3,,7589.3,,,,,,,,,,,,
2898,Excision of tumour of glomus jugulare: Hemispherectomy,7030.8,,9035,,9035,,,,,,,,,,,,
2888,"Micro vascular decompression of trigeminal, facial and glossopharyngeal nerve (release of pressure on the sensory root of the gasserion ganglion) (subtemporal). If indicated, the nerve or a nerve branch is sectioned, bone flap is replaced and fastened (total procedure)",6901.7,,13783.1,,13783.1,,,,,,,,,,,,
6085,"Craniectomy/craniotomy: With exploration of the infratenotrial area (below the tenotrium of the cerebellum), posterior fossa (ttoal procedure)",7219.2,,14416.7,,14416.7,,,,,,,,,,,,
6087,Craniectomy/craniotomy: With drainage of intracranial abscess in the infratentorial region with suction and irrigating the area while monitoring for haemorrhage (total procedure),7646.3,,15272.5,,15272.5,,,,,,,,,,,,
2892,Micro vascular decompression of cranial nerve (suboccipital),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6086,Craniectomy/craniotomy: With evacuation of infratenotrial. intracerebellar haematoma (ttoal procedure),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6088,Cranial decompression caused by excess fluid (eg.. blood and pathological tissue). using posterior fossa approach by drilling/sawing through the occipital bone (ttoal procedure),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6090,Craniectomy at base of skull (suboccipital): With freeing and section of one or more cranial nerves (ttoal procedure),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6091,Craniectomy at base of skull (suboccipital): With mesencephalic tracttoomy or peduncultoomy (resecting a nerve tract as it passes through the mesencephalon or the cerebellar or cerebral peduncle) (ttoal procedure),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6092,Craniectomy: With excision of meningioma (neoplasm of meninges) from infratenotrial structures or posterior fossa (ttoal procedure),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6093,Craniectomy: With excision of midline brain tumour at base of skull; using posterior auricular or transmastoid approach (ttoal procedure),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6094,Craniectomy: With excision or fenestration (creating opening for draining) of cyst in the infratenotrium or posterior fossa (ttoal procedure),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6095,Craniectomy (bone flap Craniotomy): With excision of cerebellopontine angle tumour (acoustic neuroma/tumour/vestibular neurofibromatosis (NF1 or NF2)/angle tumour); using transtemporal (mastoid) approach (ttoal procedure),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6096,Craniectomy (bone flap Craniotomy): With excision of cerebellopontine angle tumour (acoustic tumour/neuroma; vestibular neurofibromatosis (NF1 or NF2); angle tumour); using combined transtemporal (mastoid) and middle or posterior fossa approach,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
14.7.1,Posterior fossa surgery: Supratentorial procedures,,,,,,,,,,,,,,,,,
2899,Craniectomy for extra-dural haematoma or empyema,5273.2,,6776.5,,6776.5,,,,,,,,,,,,
14.8,Craniotomy for,,,,,,,,,,,,,,,,,
2900,Craniotomy for Extra-dural orbital decompression or excision of orbital tumour,9843.8,,12649,,12649,,,,,,,,,,,,
2901,"Craniotomy for Osteoplastic Flap for removal of: Meningioma, basal extracerebral mass, intra ventricular tumours, pineal tumours, pituitary adenoma, total excision cranio-pharyngioma/pharyngioma",9843.8,,12649,,12649,,,,,,,,,,,,
2903,"Craniotomy for Abscess, Glioma",6327.9,,8131.8,,8131.8,,,,,,,,,,,,
2904,"Craniotomy for Haematoma, foreign body: Cerebral or cerebellar",6327.9,,8131.8,,8131.8,,,,,,,,,,,,
2905,Craniotomy for Focal epilepsy: Excision of cortical scar,6327.9,,8131.8,,8131.8,,,,,,,,,,,,
2906,Craniotomy with anterior fossa meningocele and repair of bony skull defect,5273.2,,6776.5,,6776.5,,,,,,,,,,,,
2907,Craniotomy for Temporal lobectomy,6327.9,,8131.8,,8131.8,,,,,,,,,,,,
2909,Craniotomy for CSF-leaks,6327.9,,8131.8,,8131.8,,,,,,,,,,,,
2910,Craniotomy for removal of arteriovenous malformation,9843.8,,12649,,12649,,,,,,,,,,,,
6117,Craniectomy/craniotomy: Drainage of intracranial abscess in the supratentorial region (total procedure),6834.4,,13650.5,,13650.5,,,,,,,,,,,,
6125,Craniectomy/trephination (bone flap craniotomy): Supratentorial excision of brain abscess,6852.6,,13686.7,,13686.7,,,,,,,,,,,,
6131,"Craniotomy with elevation of bone flap: Lobectomy, temporal lobe, without electrocorticography during surgery(includes removal of electrode array) ",9244.1,,18460.8,,18460.8,,,,,,,,,,,,
2902,Craniotomy for subdural implantation of strip- and grid electrodes for seizure monitoring and brain mapping,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6115,Craniectomy/Craniotomy: Supratenotrial exploration,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6116,Incision and subcutaneous placement of cranial bone graft (eg.. split- or full thickness); shaving graft or bone dust; with donor site already exposed for the main procedure.,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6118,Decompressive craniectomy/Craniotomy: With or without duraplasty. for treating intracranial hypertension (most commonly caused by severe closed-head trauma) without evacuation of associated intraparenchymal haematoma or lobectomy,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6119,Decompressive craniectomy/Craniotomy: With or without duraplasty. for treating intracranial hypertensionwithout evacuation of associated intraparenchymal haematoma. with lobectomy,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6120,Decompression of (roof of) orbit only: Transcranial approach (ttoal procedure),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6121,Exploration of orbit: Transcranial approach with biopsy (ttoal procedure),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6123,Cranial decompression: Subtemporal (pseudtoumour cerebri. slit ventricle syndrome),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6126,Craniectomy/trephination (bone flap Craniotomy): Supratenotrial excision/fenestration of cyst,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6127,Implantation. chemotherapy agent: Intracavity. brain intracavitary. ADD to main procedure,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6128,Implantation. subdural: Strip electrodes through 1 or more burr/trephine hole(s). Long-term seizure monitoring,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6129,Craniotomy with elevation of bone flap: Subdural implantation of an electrode array. Long-term seizure monitoring,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6130,"Craniotomy with elevation of bone flap: Excision of cerebral epileptogenic focus, Including electrocorticography during surgery (includes removal of electrode array) ",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6132,Craniotomy with elevation of bone flap: Lobectomy. temporal lobe with electrocorticography during surgery,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6133,Craniotomy with elevation of bone flap: Lobectomy. toher than temporal lobe. partial or ttoal. with electrocorticography during surgery,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6134,Craniotomy with elevation of bone flap: Lobectomy. toher than temporal lobe. partial or ttoal. without electrocorticography during surgery,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6135,Craniotomy with elevation of bone flap: Transection of corpus callosum,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6136,Craniotomy with elevation of bone flap: Partial or subttoal (functional) hemispherectomy,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6137,Craniotomy with elevation of bone flap: Excision or coagulation of choroid plexus,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6138,Craniotomy with elevation of bone flap: Excision of craniopharyngioma,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6139,Craniotomy with elevation of bone flap: Selective amygdalohippocampectomy,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6140,Craniotomy with elevation of bone flap: Multiple subpial transections. with electrocorticography during surgery,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6141,Craniectomy/Craniotomy: Excision of foreign body from brain,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6142,Craniectomy/Craniotomy: Treatment of penetrating wound of brain,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
14.8.1,Stereotaxis; Stereotactic Radiosurgery (Cranial); Neurostimulators (Intracranial),,,,,,,,,,,,,,,,,
2911,Stereo-tactic cerebral and spinal cord procedure: First sitting,3937.4,,5059.5,,5059.5,,,,,,,,,,,,
2913,Stereo-tactic cerebral and spinal cord procedure: Repeat,2756.1,,3541.6,,3541.6,,,,,,,,,,,,
2915,Transnasal hypophysectomy,4218.1,,5420.8,,5420.8,,,,,,,,,,,,
2916,Transfrontal hypophysectomy,6749.6,,8673.5,,8673.5,,,,,,,,,,,,
2917,Transnasal hypophyseal implants,2418.9,,3108.2,,3108.2,,,,,,,,,,,,
2918,Non-operative supervision of paraplegics for all disciplines except urologists. Per service (specified),0,,,,,,,,,,,,,,,,
6145,Biopsy. stereotactic: Aspiration/excision for intracranial lesion. Includes burr hole(s),5056.5,,10099.5,,10099.5,,,,,,,,,,,,
6155,Stereotactic radiosurgery (particle beam. gamma ray. or linear accelerator): 1 cranial lesion. complex,4930,,9845.6,,9845.6,,,,,,,,,,,,
6143,Creation of lesion: Globus pallidus or thalamus. steretoactic. includes burr hole(s) and localising and recording techniques. single or multiple stages,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6144,Creation of lesion: Subcortical structure(s). toher than globus pallidus or thalamus. steretoactic. includes burr hole(s) and localising and recording techniques. single or multiple stages,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6146,Implantation. steretoactic: Depth electrodes inot the cerebrum for long-term seizure monitoring,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6147,Localisation. steretoactic: Insertion of catheter(s) or probe(s) for placement of radiation source. Includes burr hole(s),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6148,Steretoactic computer-assisted (navigational) procedure: Cranial. intradural. ADD to main procedure,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6149,Steretoactic computer-assisted (navigational) procedure: Cranial. extradural. ADD to main procedure,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6150,Steretoactic computer-assisted (navigational) procedure: Spinal. ADD to main procedure,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6151,Creation of lesion: Gasserian ganglion. steretoactic. percutaneous. by neurolytic agent (eg.. alcohol. thermal. electrical. radiofrequency),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6152,Creation of lesion: Trigeminal medullary tract. steretoactic method. percutaneous. by neurolytic agent (eg.. alcohol. thermal. electrical. radiofrequency),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6153,Steretoactic radiosurgery (particle beam. gamma ray. or linear accelerator): 1 cranial lesion. simple,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6154,Steretoactic radiosurgery (particle beam. gamma ray. or linear accelerator): Each additional cranial lesion. simple. ADD to main procedure,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6156,Steretoactic radiosurgery (particle beam. gamma ray. or linear accelerator): Each additional cranial lesion. complex. ADD to main procedure,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6157,Steretoactic radiosurgery: Application of steretoactic headframe. ADD to main procedure,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6158,Implantation of neurostimulator electrodes: Cortical. twist drill or burr hole(s),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6159,Craniectomy/craniotomy: Implantation of neurostimulator electrodes. cerebral. cortical,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6160,Craniotomy/craniectomy/twist drill/burr hole: Thalamus. globus pallidus. subthalamic nucleus. periventricular. periaqueductal gray). Steretoactic implantation of neurostimulator electrode array in subcortical site. without use of intra-operative microelec,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6161,Cranitoomy/craniectomy/twist drill/burr hole: Thalamus. globus pallidus. subthalamic nucleus. periventricular. periaqueductal gray). Steretoactic implantation of neurostimulator electrode array in subcortical site. without use of intraoperative microelect,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
