name,type,group,province,city,address,latitude,longitude,beds,practiceNumber,switchhouse,phone,email,ideal_clinic_score,source
Maqumbi Clinic,clinic,Public,KZN,,R74 to Greytown,-29.1736,31.2027,,,,,NONE,82,ndoh_detailed
Marburg Clinic,clinic,Public,KZN,,2 Protea Road Marburg,-30.7475,30.4297,,,,,None,86,ndoh_detailed
Margaret's Clinic,clinic,Public,KZN,,Clydesdale Residential Area Umzimkhulu,-30.29483,29.94517,,,,,None,89,ndoh_detailed
Margate Clinic,clinic,Public,KZN,,Erasmus Road Margate,-30.8672,30.3642,,,,,,83,ndoh_detailed
Mariannridge Clinic,clinic,Public,KZN,,8Leo Place Mariannridge,-29.8625,30.8212,,,,,None,67,ndoh_detailed
Masada Workshop Clinic,clinic,,KZN,,,-29.796,30.92,,,,,,,who_mfl
Mashona Clinic,clinic,Public,KZN,Ulundi,mashona next to ST.Francis hospital mahlabathini 3,-28.2236,31.477124,400,,,+27 35 873 0203; +27 35 873 0204; +27 35 873 0205,Chazile.hlophe@kznhealth.gov.za,94,ndoh_detailed
Mason Street Clinic,clinic,Public,KZN,,Corner Mason & Church Street Vryheid,-27.765899,30.801234,,,,,None,78,ndoh_detailed
Masons Clinic,clinic,Public,KZN,,96 Lazarus Road Pietermaritzburg,-29.5556,30.43459,,,,,None,70,ndoh_detailed
Masotsheni Clinic,clinic,Public,KZN,,Masotsheni Area Nqutu,-28.28663,30.57674,,,,,None,89,ndoh_detailed
Mathungela Clinic,clinic,Public,KZN,"Eshowe, uMlalazi",Kwapett,-28.8969,31.081,,,,+27 35 476 1008,NONE,81,ndoh_detailed
Matikwe Clinic,clinic,,KZN,,,,,,,,,,,ndoh_detailed
Matikwe Clinic,clinic,,KZN,,,-29.911,30.842,,,,,,,who_mfl
Matiwaneskop Clinic,clinic,Public,KZN,,Matiwaneskop Ladysmith,-28.3508,29.8978,,,,,None,77,ndoh_detailed
Mawele Clinic,clinic,Public,KZN,,Tugela Ferry Main Road Tugela Ferry,-28.69442,30.55625,,,,,None,90,ndoh_detailed
Mayizekane Clinic,clinic,Public,KZN,Pietermaritzburg,Mayizekanye ClinicD599 road Ozwatini,-29.5312,30.62518,,,,+27 33 503 0155,None,81,ndoh_detailed
Mazabeko Clinic,clinic,Public,KZN,,Mazabeko Area Pomeroy Tugela Ferry,-28.53068,30.58704,,,,,None,86,ndoh_detailed
Mbadleni Clinic,clinic,Public,KZN,"Mbadleni, Umkhanyakude District Municipality",Mbadleni area Mbadleni area,-26.96299,32.13517,,,,+27 35 591 0249,None,58,ndoh_detailed
Mbangweni Clinic,clinic,Public,KZN,,Tugela Ferry Road,-28.82181,30.40335,,,,,None,86,ndoh_detailed
Mbazwana Clinic,clinic,Public,KZN,,Mseleni,-27.48545,32.58743,,,,,None,85,ndoh_detailed
Mbekaphansi Clinic,clinic,Public,KZN,,R74 to Greytown maphumulo,-29.0923,30.9675,,,,,NONE,76,ndoh_detailed
Mbonwa Clinic,clinic,Public,KZN,,Mkhoba Ikhwezi Location,-30.6181,29.8008,,,,,None,84,ndoh_detailed
Mbotho Clinic,clinic,Public,KZN,,Nyuswa Road,-30.5777,30.0456,,,,,None,88,ndoh_detailed
Mboza Clinic,clinic,Public,KZN,,Mboza Area KwaNgwanase,-27.18357,32.2677,,,,,None,86,ndoh_detailed
Mbuthisweni Clinic,clinic,Public,KZN,,Ndaleni location,-30.05972,30.45781,,,,,None,84,ndoh_detailed
Mduku Clinic,clinic,Public,KZN,,Mduku Area Hluhluwe,-27.82815,32.38786,,,,,None,83,ndoh_detailed
Mdumezulu Clinic,clinic,Public,KZN,,Chief Owen street Ulundi,-28.315,31.608333,,,,,octavia.mlotshwa@kznhealth.gov.za,80,ndoh_detailed
Meadow Sweet Clinic,clinic,Public,KZN,,Nyuswa Road Harding,-30.639,30.0324,,,,,None,78,ndoh_detailed
Medicross Bluff,clinic,Netcare,KZN,Durban,"1 Lighthouse Rd, Bluff, Durban, 4052",-29.918,31.004,,,healthbridge,,,,curated
Medicross Pinetown,clinic,Netcare,KZN,Durban,"Old Main Rd, Pinetown, 3610",-29.817,30.852,,,healthbridge,+27 31 709 3070,ndelul@durban.gov.za,,curated
Medicross Richards Bay,clinic,Netcare,KZN,Richards Bay,"Mark Sobukwe Rd, Richards Bay, 3900",-28.766,32.068,,,healthbridge,,,,curated
Medscheme Durban,clinic,,KZN,Durban,"102 Stephen Dlamini Rd, Musgrave, Berea, 4001",,,,,,,,,dsfsi_vacc
Medwell SA,clinic,,KZN,,,-29.8804264,30.9259365,,,,,,,osm
Meerensee Clinic,clinic,Public,KZN,,Celimpilo Street,-28.7803,32.1014,,,,,None,57,ndoh_detailed
Melmoth Clinic,clinic,Public,KZN,,376 A Symond Street Melmoth,-28.5891,31.3978,,,,,NONE,68,ndoh_detailed
Merebank Clinic,clinic,Public,KZN,,1 Bombay work Merebank,-29.9531,30.9703,,,,,beauriort@durban.gov.za,80,ndoh_detailed
Mfongosi Clinic,clinic,Public,KZN,,Dlangubo Lane Keanskop,-28.7158,30.8065,,,,,NONE,51,ndoh_detailed
Mfume Clinic,clinic,Public,KZN,,Private Bag 4373 Mfume Amanzimtoti,-30.1199,30.744,,,,,NONE,78,ndoh_detailed
Mfundo Arnold Lushaba CHC (Turton CHC),clinic,,KZN,,"19, Mnafu Area Umzumbe Magistrate Court Road, Mtwalume",,,,,,,,,dsfsi_vacc
Mgangeni Clinic,clinic,Public,KZN,,Mgangeni Clinic scottburgh,-30.2372,30.381,,,,,None,75,ndoh_detailed
Mgayi Clinic,clinic,Public,KZN,,Mzinto North Scotburgh,-30.3843,30.4767,,,,,None,53,ndoh_detailed
Mhlangana Clinic,clinic,Public,KZN,,Tugela Ferry Rd Tugela Ferry,-28.83668,30.30153,,,,,None,81,ndoh_detailed
Mhlekazi Clinic,clinic,Public,KZN,,Kilbe Ubombo,-27.70528,32.14647,,,,,None,81,ndoh_detailed
Mhlumayo Clinic,clinic,,KZN,,,-28.6531,30.1354,,,,,,,who_mfl
Mhlungwane Clinic,clinic,Public,KZN,,Odudela Rd Nquthu,-28.13831,30.83729,,,,,None,84,ndoh_detailed
Mkambathi Clinic,clinic,Public,KZN,,,-31.2907,29.949,,,,,,,who_mfl
Mkhonjane Clinic,clinic,Public,KZN,,Mkhonjane Area Nqutu,-28.15021,30.57708,,,,,None,90,ndoh_detailed
Mkuze Clinic,clinic,Public,KZN,,Klbe road Private Bag x 602 uBombo,-27.61825,32.03205,,,,,None,86,ndoh_detailed
Mndozo Clinic,clinic,Public,KZN,,Utrecht Rd Madadeni,-27.7473,30.190804,,,,,None,92,ndoh_detailed
Mnqobokazi Clinic,clinic,Public,KZN,,R 22 Mseleni,-27.70593,32.45611,,,,,NONE,83,ndoh_detailed
Mntungwana Clinic,clinic,Public,KZN,,rural area Highflats,-30.14632,30.30574,,,,,None,90,ndoh_detailed
Mnyamana Clinic,clinic,Public,KZN,,Mnayamana Area Bulwer,-29.81579,29.93348,,,,,NONE,92,ndoh_detailed
Molokohlo Clinic,clinic,Public,KZN,,Mwolokohlo Ndwedwe,-29.4923,31.0362,,,,,NONE,90,ndoh_detailed
Molweni Clinic,clinic,Public,KZN,,Molweni Clinic Inanda Rd Molweni,-29.7399,30.8787,,,,,molweni.clinic@kznhealth.gov.za,89,ndoh_detailed
Mondlo 2 Clinic,clinic,Public,KZN,Vryheid,Mondlo 2 Vryheid,-27.976376,30.709639,,,,,NONE,87,ndoh_detailed
Montclair Clinic,clinic,,KZN,,,-29.9216,30.9688,,,,,,,who_mfl
Montebello Gateway Clinic,clinic,Public,KZN,Dalton,614 Noordsberg Road,-29.439906,30.807266,111,,,Tel: (033) 506 7000,None,79,ndoh_detailed
Mooi River Clinic,clinic,Public,KZN,,46 Lawrence road Mooi River,-29.20739,29.99611,,,,,None,88,ndoh_detailed
Morrison's Post Clinic,clinic,Public,KZN,,Morrison Street Morrison,-30.56581,30.421727,,,,,None,68,ndoh_detailed
Moses Mabhida People's Park,clinic,,KZN,Durban,,,,,,,,,,dsfsi_vacc
Mosvold Gateway Clinic,clinic,Public,KZN,,C/O osvold Hospital Ingwavuma,-27.13812,32.00515,226,,,Tel: (035) 591 0122,None,84,ndoh_detailed
Motala Heights Satellite Clinic,clinic,,KZN,,,-29.8129,30.8318,,,,,,,who_mfl
"Mountainview Hall, Verulam",clinic,,KZN,Durban,"27 oleander road,mountview, verulem",,,,,,,,,dsfsi_vacc
Mpandleni Clinic,clinic,Public,KZN,,dlangubo lane nkandla,-28.6197,31.09231,,,,,NONE,0,ndoh_detailed
Mpembeni Clinic,clinic,Public,KZN,"Hlabisa, Kwazulu-natal",Private Bag X5001 Mpembeni Clinic Hlabisa Mpembeni,-28.13303,31.94137,,,,+27 35 838 8600,None,87,ndoh_detailed
Mphise Clinic,clinic,Public,KZN,,Khabane area,-29.0172,31.101,,,,,NONE,63,ndoh_detailed
Mpola Clinic,clinic,Public,KZN,,off milky way mpola mpola,-29.8536,30.8107,,,,,None,86,ndoh_detailed
Mpophomeni Clinic,clinic,Public,KZN,,2692 Mtholampilo road Merrivale,-29.56525,30.17552,,,,,None,81,ndoh_detailed
Mpukunyoni Clinic,clinic,Public,KZN,Mtubatuba,Mpukunyoni Area Hlabisa,-28.36733,32.17417,,,,,None,57,ndoh_detailed
Mpumalanga Clinic,clinic,Public,KZN,Durban,Meyiwa Main Rd Hammarsdale,-29.8039,30.6217,,,,,bongekile.nxumalo@kznhealth.gov.za,59,ndoh_detailed
Mpumalanga Comm Hall,clinic,,KZN,Durban,197 Shezi Main Road,,,,,,,,,dsfsi_vacc
Mpumelelo Clinic,clinic,Public,KZN,,Doesbag Road Stanger,-29.1943,31.2912,,,,,mpumelelo.clinic@kznhealth.gov.za,77,ndoh_detailed
Mpumuza Clinic,clinic,Public,KZN,,Mabane area Sweetwater Plessislaer,-29.60599,30.27101,,,,,mpumuza.clinic@kznhealth.gov.za,79,ndoh_detailed
Mpungamhlophe Clinic,clinic,Public,KZN,,Mpungamhlophe Mahlabathini,-28.266024,31.253772,,,,,NONE,72,ndoh_detailed
Mqatsheni Clinic,clinic,Public,KZN,,None,-29.589119,29.525543,,,,,None,76,ndoh_detailed
Mseleni Gateway Clinic,clinic,Public,KZN,Kwazulu Natal,None,-27.3251,32.55628,148,,,Tel: (035) 574 1004/5/6/7,None,67,ndoh_detailed
Mshudu Clinic,clinic,Public,KZN,Kwa Ngwanase - Kwazulu-Natal,Mshudu area KwaNgwanase KwaNgwanase,-26.93233,32.71835,,,,,None,83,ndoh_detailed
Msizini Clinic,clinic,Public,KZN,,Othame Area,-28.751414,30.548992,,,,,None,66,ndoh_detailed
Msunduze Bridge Clinic,clinic,Public,KZN,,9 magayisa road cato ridge,-29.663,30.6368,,,,,philisiwe.sosibo@kznhealtrh.gov.za,75,ndoh_detailed
Mthandeni Clinic,clinic,Public,KZN,,Khabane area Maphumulo,-29.2622,31.0777,,,,,NONE,75,ndoh_detailed
Mthimude Clinic,clinic,Public,KZN,,Harding Road Port Shepstone,-30.7975,30.0416,,,,,None,81,ndoh_detailed
Mthungweni Clinic,clinic,Public,KZN,Uthungu,Mamba area Eshowe,-28.811,31.0538,,,,+27 35 476 1000,NONE,55,ndoh_detailed
Mtubatuba Clinic,clinic,Public,KZN,Mtubatuba,Lot 379 John Ross Highway Mtubatuba Mtubatuba,-28.41114,32.18522,,,,+27 35 550 0554,None,84,ndoh_detailed
Muden Clinic,clinic,Public,KZN,,Ntembisweni Rd,-28.979384,30.371622,,,,,None,92,ndoh_detailed
Mumbe Clinic,clinic,Public,KZN,,Tugela Ferry,-28.73982,30.55259,,,,,None,83,ndoh_detailed
Mvelabusha Clinic,clinic,Public,KZN,,Velabusha Area KwaNgwanase,-27.15949,32.71307,,,,,None,89,ndoh_detailed
Mvoti Clinic,clinic,Public,KZN,,Nazareth A/A Umzimkhulu,-30.192107,29.867549,,,,,None,96,ndoh_detailed
Mvubukazi Clinic,clinic,Public,KZN,,Bhala location Umzimkhulu,-30.281494,29.847173,,,,,None,95,ndoh_detailed
Mvutshini Clinic (Hibiscus Coast),clinic,Public,KZN,,Mvutshini Area Mvutshini,-30.8601,30.3717,,,,,None,88,ndoh_detailed
Mvutshini Clinic (uMlalazi),clinic,Public,KZN,,Mvutshini,-28.9517,31.5693,,,,,NONE,82,ndoh_detailed
Mzamo Clinic,clinic,Public,KZN,,Cnr of Main& st.wendolins road St.Wendolins,-29.8723,30.83,,,,,groupwise@ethekwinihealth.gov.za,62,ndoh_detailed
Naas Farm Clinic,clinic,Public,KZN,,Mahalaba Stand Dannhauser,-27.8276,30.225876,,,,,None,92,ndoh_detailed
Nagina Clinic,clinic,Public,KZN,,01 Soni way Nagina,-29.8701,30.8122,,,,,goba.nomusa@dbn.gov.za,82,ndoh_detailed
Nandi Clinic,clinic,Public,KZN,,lindelani Township Kwadukuza,-29.3225,31.3025,,,,,NONE,76,ndoh_detailed
Natraj Pharmacy,clinic,,KZN,Durban,"Shop 25-30 Hamagiri Road, Merebank Shopping Centre",,,,,,,,,dsfsi_vacc
Nazareth Clinic,clinic,Public,KZN,,2 Coventry Avenue,-29.8428,30.856927,,,,,None,53,ndoh_detailed
Ncemaneni Clinic,clinic,Public,KZN,,maroeni Area next to Azonke High School Mahlabathi,-28.332654,31.667186,,,,,None,77,ndoh_detailed
Ncibidwane Clinic,clinic,Public,KZN,,Estcourt,-29.1874,29.6368,,,,,None,93,ndoh_detailed
Ncome Clinic,clinic,Public,KZN,,,-28.1037,30.5315,,,,,,,who_mfl
Ncotshane Clinic,clinic,Public,KZN,,Mzilankatha Pongola,-27.568611,31.7625,,,,,NONE,88,ndoh_detailed
Ncwadi Clinic,clinic,Public,KZN,,Ngubeni Area,-29.77673,29.98546,,,,,NONE,88,ndoh_detailed
Ndaleni Clinic,clinic,Public,KZN,,Ndaleni location Richmond,-29.88666,30.24687,,,,,n.ralgane@gmail.com,90,ndoh_detailed
Ndawana Clinic,clinic,Public,KZN,,None,-29.987937,29.444824,,,,,None,76,ndoh_detailed
Ndelu Clinic,clinic,Public,KZN,,Sipho Road Hiberdene,-30.4991,30.4326,,,,,NONE,65,ndoh_detailed
Ndlangubo Clinic,clinic,Public,KZN,,P230 old Road Eshowe,-28.7658,31.6978,,,,,NONE,85,ndoh_detailed
Ndlozana Clinic,clinic,Public,KZN,,"Mangohlopha Reserve, Nongoma",-28.133117,31.758083,,,,,None,85,ndoh_detailed
Ndulinde Clinic,clinic,Public,KZN,,nyoni,-29.0441,31.4318,,,,,NONE,82,ndoh_detailed
Ndumo Clinic,clinic,Public,KZN,"Ndumu Area, Ingwavuma",Ndumo Main Road Ingwavuma,-26.9251,32.25148,,,,,None,84,ndoh_detailed
Ndundulu Clinic,clinic,Public,KZN,,Melmoth Road Melmoth,-28.6792,31.5106,,,,,None,87,ndoh_detailed
Ndwebu Clinic,clinic,Public,KZN,,D168 via St. Faiths High Flats,-30.417894,30.202402,,,,,NONE,77,ndoh_detailed
Nellies Farm Clinic,clinic,Public,KZN,,Thusi Stand Dannhauser,-27.927,30.168372,,,,,None,93,ndoh_detailed
Nelson Mandela Youth Centre Chatsworth,clinic,,KZN,Durban,"14 joyhurst street ,westcliff, chastwoth",,,,,,,,,dsfsi_vacc
New Germany Clinic,clinic,Public,KZN,,2 Coventry Avenue New Germany,-29.7982,30.8757,,,,,newgermany@durban.gov.za,97,ndoh_detailed
Newcastle PHC Clinic,clinic,Public,KZN,,Corner Murchison and Sutherland Street Newcastle,-27.7568,29.930139,,,,,None,88,ndoh_detailed
Newkwa Medical Centre,clinic,,KZN,Durban,Inanda Road,-29.7814978,30.9682881,,,,+27 31 577 2765,,,osm
Newlands West Clinic,clinic,Public,KZN,,16 Loopwest Crescent Newlands West,-29.7791,30.9548,,,,,mkhizen@durban.gov.za,75,ndoh_detailed
Ngabayena Clinic,clinic,Public,KZN,,Ngabayena Clinic next to Phuphuma  School,-28.608812,30.406033,,,,,precious.mvelase@kznhealth.gov.za,94,ndoh_detailed
Ngqeku Clinic,clinic,Public,KZN,,Mangohlopha Reserve Nongoma Nongoma,-27.87555,31.59435,,,,,NONE,88,ndoh_detailed
Ngubeni Clinic,clinic,Public,KZN,,Ngubeni Area Pietermaritzurg,-29.69709,30.23324,,,,,None,83,ndoh_detailed
Ngubevu Clinic,clinic,Public,KZN,,P17 Inadi Rr Greytown Tugela Ferry,-28.74047,30.62022,,,,,None,86,ndoh_detailed
Ngudwini Clinic,clinic,Public,KZN,,R66 Nkwalini,-29.0507,31.2509,,,,,NONE,65,ndoh_detailed
Ngwelezana Clinic,clinic,Public,KZN,,Celimpilo Street Ngwelezane Township,-28.7739,31.862,,,,,NONE,73,ndoh_detailed
Nhlabane Clinic,clinic,Public,KZN,,Mlabane nseleni,-28.6418,32.239,,,,,NONE,69,ndoh_detailed
Nhlalwane Clinic,clinic,Public,KZN,,D928 Road High-Flats,-30.4565,30.0851,,,,,None,83,ndoh_detailed
Nhlekiseni Clinic,clinic,Public,KZN,,Njoko area,-27.962004,31.698049,,,,,None,86,ndoh_detailed
Nhlopheni Clinic,clinic,Public,KZN,,None,-28.163417,31.007167,,,,,None,91,ndoh_detailed
Nhlungwana Clinic,clinic,Public,KZN,"Nhlungwane, Mahlabathini",Mahlabathini,-28.413889,31.525833,,,,+27 35 870 2101,None,90,ndoh_detailed
Niemeyer Gateway Clinic,clinic,Public,KZN,Utrecht,28 Kantoor Street Utrecht,-27.6519,30.0712,52,,,Tel: (034) 331 3011,NONE,92,ndoh_detailed
Njoko Clinic,clinic,Public,KZN,,Njoko area Nongoma,-27.808033,31.853583,,,,,NONE,85,ndoh_detailed
Nkande Clinic,clinic,Public,KZN,,Nkande Nqutu,-27.99295,30.62402,,,,,None,85,ndoh_detailed
Nkonjeni Gateway Clinic,clinic,Public,KZN,,None,-28.385833,31.642778,,,,,NONE,55,ndoh_detailed
Nkundusi Clinic,clinic,Public,KZN,,Hlabisa,-28.14594,32.31969,,,,,None,71,ndoh_detailed
Nkungwini Clinic,clinic,Public,KZN,Jozini,"Corner Mosvold Hospital, Nondabuya Clinic",-27.00998,32.00887,,,,,None,85,ndoh_detailed
Nkunzana Clinic,clinic,Public,KZN,,Nongoma Nkunzana,-27.740083,31.706317,,,,,None,86,ndoh_detailed
Nkwali Clinic,clinic,Public,KZN,,G.J. Croookes Ilovo,-30.102,30.7982,,,,,NONE,41,ndoh_detailed
Nkwalini Clinic,clinic,Public,KZN,,R66 Nkwalini Eshowe,-28.7259,31.5249,,,,,NONE,63,ndoh_detailed
Nocomboshe Clinic,clinic,Public,KZN,,Nocomboshe,-28.66808,30.62227,,,,,None,91,ndoh_detailed
Nogajuka Clinic,clinic,Public,KZN,,Nomponjwana,-28.7081,31.434139,,,,,None,88,ndoh_detailed
Nokweja Clinic,clinic,Public,KZN,,Nokweja Area Ixopo,-30.29706,30.02082,,,,,None,93,ndoh_detailed
Nomdiya Clinic,clinic,Public,KZN,,Nomdiya mahlabathini,-27.657083,31.192722,,,,,NONE,89,ndoh_detailed
Nomponjwana Clinic,clinic,Public,KZN,,Nomponjwana Nompojwana,-28.638,31.57919,,,,,NONE,85,ndoh_detailed
Nondabuya Clinic,clinic,Public,KZN,,Corner Mosvold Hospital Nondabuya Clinic Nondabuya,-27.34599,32.15593,,,,,None,78,ndoh_detailed
Nondweni Clinic,clinic,Public,KZN,,Ntinini clinic next to Jama tribal,-28.19469,30.81733,,,,,None,90,ndoh_detailed
Nongamlane Clinic,clinic,Public,KZN,,Hlekezela Street Nongamlana,-28.429,30.923,,,,,NONE,73,ndoh_detailed
Northdale Clinic,clinic,Public,KZN,Northdale Pietermaritzburg,cnr of Bangalor & Barrvabas Rd Northdale,-29.56645,30.40218,431,,,Tel: (033) 387 9007/9009,None,83,ndoh_detailed
Northdale Gateway Clinic,clinic,Public,KZN,,1389 Chota Motala Road Pietermaritzburg,-29.57562,30.40265,,,,,None,81,ndoh_detailed
Northdene Satellite Clinic,clinic,,KZN,,,-29.8607,30.8797,,,,,,,who_mfl
Noyibazi Clinic,clinic,,KZN,,,-28.5565,30.4233,,,,,,,who_mfl
Nsimbini Clinic,clinic,Public,KZN,,2483 Old Umbumbulu Rd Mobeni,-30.0009,30.8557,,,,,None,62,ndoh_detailed
Ntababomvu Clinic,clinic,Public,KZN,,Hlahlindela,-28.038569,30.715097,,,,,NONE,69,ndoh_detailed
Ntabamhlope Clinic,clinic,Public,KZN,,Sobabili roadNtabamhlophe area Estcourt,-29.104,29.6887,,,,,None,91,ndoh_detailed
Ntabamhlophe Thusong Centre,clinic,,KZN,,"Ward 15, Inkosi Langalibalele, Ntabamhlophe area",,,,,,,,,dsfsi_vacc
Ntabeni Clinic,clinic,Public,KZN,,Ezingolweni Roadward 10 Munster,-31.010468,30.24838,,,,,risha.pillay@kznhealth.gov.za,89,ndoh_detailed
Ntambanana Clinic,clinic,Public,KZN,,Ntambanana Road Empangeni,-28.563267,31.853132,,,,,NONE,64,ndoh_detailed
Ntembeni Clinic,clinic,Public,KZN,,No Adrress Tafuleni,-29.7158,30.24935,,,,,NONE,78,ndoh_detailed
Ntembisweni Clinic,clinic,Public,KZN,,Ntembisweni Rd Ntembisweni,-29.1654,30.76059,,,,,None,77,ndoh_detailed
Ntimbankulu Clinic,clinic,Public,KZN,,Dweshula Location Dweshula,-30.5566,30.2718,,,,,None,90,ndoh_detailed
Ntinini Clinic,clinic,Public,KZN,,Ntinini clinic next to Jama tribal Nqutu,-28.26929,30.89788,,,,,None,89,ndoh_detailed
Ntondweni Clinic,clinic,Public,KZN,"Hlabisa, Umkhanyakude District Municipality",St Lucia Road Hlabisa,-28.19981,32.16822,,,,+27 35 550 7900,None,77,ndoh_detailed
Ntshongwe Clinic,clinic,Public,KZN,,Mbazwana,-27.43379,32.37128,,,,,None,84,ndoh_detailed
Ntshongweni Clinic,clinic,Public,KZN,,Mbiza Rd Hammarsdale,-29.8531,30.6876,,,,,ntshongweniclinic@kznhealth.gov.za,75,ndoh_detailed
Ntumeni Clinic,clinic,Public,KZN,,Ntumeni Clinic Kwapette,-28.8589,31.3224,,,,,NONE,87,ndoh_detailed
Ntuze Clinic,clinic,Public,KZN,,Empangeni,-28.8903,31.7409,,,,,None,84,ndoh_detailed
Ntuzuma Clinic,clinic,Public,KZN,,F 1309 Ncala Rd Ntuzuma Ntuzuma,-29.7278,30.9471,,,,,zinhle.somzana@kznhealth.gov.za,75,ndoh_detailed
Nxamalala Clinic (Eshowe),clinic,Public,KZN,,Nkandla,-28.8326,31.1178,,,,,NONE,78,ndoh_detailed
Nxamalala Clinic (Impendle),clinic,Public,KZN,,Izinga Road Impendle,-29.59937,29.77113,,,,,tra.madlala@gmail.com,94,ndoh_detailed
Oakford Clinic,clinic,Public,KZN,,None,-29.604137,31.015054,,,,,None,63,ndoh_detailed
Ocilwane Clinic,clinic,Public,KZN,,Ocilwane Kwamthethwa Area Richards Bay,-28.4127,31.9893,,,,,NONE,0,ndoh_detailed
Odidini Clinic,clinic,Public,KZN,,odidini,-30.0352,30.6809,,,,,NONE,69,ndoh_detailed
Ohwebede Clinic,clinic,Public,KZN,,A682 Msomuhle Road Mandini,-29.1805,31.5122,,,,,NONE,86,ndoh_detailed
Okhukho Clinic,clinic,Public,KZN,,None,-28.256638,31.68011,,,,,None,86,ndoh_detailed
Old Fort Place Clinic,clinic,,KZN,,,-29.8501,31.0256,,,,,,,who_mfl
Oliviershoek Clinic,clinic,Public,KZN,,Bhekumthetho Area Bergville,-28.6991,29.157,,,,,None,83,ndoh_detailed
Ombimbini Clinic,clinic,Public,KZN,,None,-27.895217,31.45785,,,,,None,81,ndoh_detailed
Ophansi Clinic,clinic,Public,KZN,,Ophansi Kajobe Area Kajobe,-27.58918,32.31408,,,,,None,79,ndoh_detailed
Ophondweni Clinic,clinic,Public,KZN,,Ingwavuma,-27.30032,32.09991,,,,,None,62,ndoh_detailed
Ophuzana Clinic,clinic,Public,KZN,,Ophuzane Area Paulpietersburg,-27.515833,30.961944,,,,,None,88,ndoh_detailed
Oqaqeni Clinic,clinic,Public,KZN,,Mambedwini area off R74,-29.1405,31.1609,,,,,NONE,84,ndoh_detailed
Oqondweni Clinic,clinic,Public,KZN,,Mseleni,-27.57185,32.4457,,,,,None,80,ndoh_detailed
Oribi Clinic,clinic,Public,KZN,,,-29.638,30.3963,,,,,,,who_mfl
Osizweni (Umlazi Q) Clinic,clinic,Public,KZN,,Q 1219 off umdlebe road umlazi,-29.9748,30.8953,,,,,NONE,74,ndoh_detailed
Osizweni 1 Clinic,clinic,Public,KZN,,Osizweni Osizweni 1,-27.7899,30.130764,,,,,,92,ndoh_detailed
Osizweni 2 Clinic,clinic,Public,KZN,,Mkabayi Str Sect A Osizweni,-27.7919,30.121619,,,,,None,88,ndoh_detailed
Osizweni 3 Clinic,clinic,Public,KZN,,Osizweni Sect C Osizweni,-27.7845,30.161261,,,,,None,91,ndoh_detailed
Osizweni Community Hall,clinic,,KZN,,8119 Osizweni Next to Osizweni Clinic 1,,,,,,,,,dsfsi_vacc
Osungulweni Clinic,clinic,Public,KZN,,Samangu Area (ward 6),-28.844,31.2043,,,,,NONE,86,ndoh_detailed
Otimati Clinic,clinic,Public,KZN,,Mambedwini area off R74 Maphumulo,-29.1993,31.149,,,,,NONE,81,ndoh_detailed
Ottawa Clinic,clinic,Public,KZN,,None,-29.667,31.026766,,,,,None,71,ndoh_detailed
Overport Clinic,clinic,Public,KZN,,1 Georgedale road,-29.8361,30.99978,,,,,None,76,ndoh_detailed
Pata Clinic,clinic,Public,KZN,,Maint Patridge Road Plessislear,-29.66195,30.32601,,,,,NONE,75,ndoh_detailed
Paulpietersburg Town Clinic,clinic,Public,KZN,,10 Hoog Street Paulpietersburg 3180 Paulpietersbur,-27.523056,31.067222,,,,,None,85,ndoh_detailed
Peaceville Clinic,clinic,Public,KZN,Durban,1 Georgedale road Hammarsdale,-29.7974,30.6091,,,,,peaceville.clinic@kznhealth.gov.za,87,ndoh_detailed
Pennington Clinic,clinic,Public,KZN,,Dolphin Drive Scottburgh,-30.3708,30.7034,,,,,None,63,ndoh_detailed
Phaphamani Clinic,clinic,Public,KZN,,"Mdlebe Mpuma E, Esikhawini J, Richards Bay, 3887,",-28.8898,31.8936,,,,,NONE,83,ndoh_detailed
Pharmacare Morningside Dispensary,clinic,,KZN,Durban,"163 Lilian Ngoyi Road, Morningside",,,,,,,,,dsfsi_vacc
Pharmacy at Spar Sea Views,clinic,,KZN,Durban,"884 Bluff Road, Durban",,,,,,,,,dsfsi_vacc
Phatheni Clinic,clinic,Public,KZN,,"Durban Road,Richmond Hospital",-29.83739,30.29007,,,,,None,88,ndoh_detailed
Phelandaba Clinic,clinic,Public,KZN,,Manguzi Road Kwa-Ngwase,-27.08408,32.55643,,,,,None,85,ndoh_detailed
Philakade Clinic,clinic,,KZN,,,,,,,,,,,ndoh_detailed
Philani Clinic,clinic,Public,KZN,,Dududu Rd Scottburgh,-30.275612,30.755954,,,,,NONE,71,ndoh_detailed
Phungashe Clinic,clinic,Public,KZN,,St. Faithas Road 3306,-30.4254,30.1507,,,,,None,52,ndoh_detailed
Pick N Pay Pharmacy - Durban North,clinic,,KZN,Durban,"Uitsig Road, Durban North 4051",,,,,,,,,dsfsi_vacc
Pick N Pay Pharmacy - South Coast,clinic,,KZN,Durban,Cnr Oppenheimer & Arbor Street,,,,,,,,,dsfsi_vacc
Pietermaritzburg Geriatric Satellite Clinic,clinic,Public,KZN,,,-29.5987,30.3817,,,,,,,who_mfl
Pine Street (Greytown) Clinic,clinic,Public,KZN,,100 Pine Str Greytown,-29.05854,30.59368,,,,,cpn@umvoti.gov.za,79,ndoh_detailed
